층,A,관계,B,방향,조건,조건극성,부호,무게,등급,표본,출처수,교차확인,왜,사슬,근거,대주제A,대주제B,간선id
"L1결정론","방합","귀결","수(水)","a→b","","","중립","0.9","","","","","인과","","방합 방(方) 오행","S04 합충형파해","S01 음양·오행","E-01af1709"
"L1결정론","배우자","발현","관계·결혼","a→b","","","+","0.9","","","","","인과","","배우자 육친이 곧 결혼 축 (정의)","S05 십성·육친","S15 발현·결과","E-701664fd"
"L1결정론","백호","전제","일주","a→b","","","중립","0.9","","","","","목차","","신살 산출 기준 — 특정 일주 목록","S06 신살","S13 자리(궁위)·원국 구조","E-7d0100d0"
"L1결정론","붕충","전제","지지충","a→b","","","중립","0.9","","","","","목차","","같은 오행끼리의 충(진술·축미)","S04 합충형파해","S04 합충형파해","E-0c45db96"
"L1결정론","비겁 일반","육친","형제·동료","a→b","","","+","0.9","","","","","공리","","십성 육친 배속","S05 십성·육친","S05 십성·육친","E-3571a459"
"L1결정론","사화(巳)","생","축토(丑)","a→b","","","+","0.9","","","","","공리","","지지 생 — 화(火)생토(土) · 유정지생(用 양→음)","S03 지지·지장간","S03 지지·지장간","E-40704c41"
"L1결정론","사화(巳)","생","진토(辰)","a→b","","","+","0.9","","","","","공리","","지지 생 — 화(火)생토(土) · 무정지생(用 양→양)","S03 지지·지장간","S03 지지·지장간","E-d45c5f4e"
"L1결정론","사화(巳)","비화","오화(午)","무향","","","중립","0.9","","","","","공리","","지지 비화(같은 오행 화(火))","S03 지지·지장간","S03 지지·지장간","E-1f57ba97"
"L1결정론","사화(巳)","생","미토(未)","a→b","","","+","0.9","","","","","공리","","지지 생 — 화(火)생토(土) · 유정지생(用 양→음)","S03 지지·지장간","S03 지지·지장간","E-6097bfe2"
"L1결정론","사화(巳)","극","신금(申)","a→b","","","-","0.9","","","","","공리","","지지 극 — 화(火)극금(金) · 무정지극(用 양→양)","S03 지지·지장간","S03 지지·지장간","E-6a34f30b"
"L1결정론","사화(巳)","극","유금(酉)","a→b","","","-","0.9","","","","","공리","","지지 극 — 화(火)극금(金) · 유정지극(用 양→음)","S03 지지·지장간","S03 지지·지장간","E-b3b937b6"
"L1결정론","사화(巳)","생","술토(戌)","a→b","","","+","0.9","","","","","공리","","지지 생 — 화(火)생토(土) · 무정지생(用 양→양)","S03 지지·지장간","S03 지지·지장간","E-e8013e54"
"L1결정론","살인상생","구성","편관(칠살)","a→b","","","중립","0.9","","","","","공리","","살인상생 구성 십성","S05 십성·육친","S05 십성·육친","E-dbd99460"
"L1결정론","살인상생","구성","인성 일반","a→b","","","중립","0.9","","","","","공리","","살인상생 구성 십성","S05 십성·육친","S05 십성·육친","E-43f3c414"
"L1결정론","삼합","구성","신금(申)","a→b","","","중립","0.9","","","","","공리","","삼합 구성","S04 합충형파해","S03 지지·지장간","E-b9ba3491"
"L1결정론","삼합","구성","자수(子)","a→b","","","중립","0.9","","","","","공리","","삼합 구성","S04 합충형파해","S03 지지·지장간","E-c22e185d"
"L1결정론","삼합","구성","진토(辰)","a→b","","","중립","0.9","","","","","공리","","삼합 구성","S04 합충형파해","S03 지지·지장간","E-0728a251"
"L1결정론","삼합","귀결","수(水)","a→b","","","중립","0.9","","","","","인과","","삼합 국(局) 오행","S04 합충형파해","S01 음양·오행","E-bc6ac294"
"L1결정론","삼합","구성","해수(亥)","a→b","","","중립","0.9","","","","","공리","","삼합 구성","S04 합충형파해","S03 지지·지장간","E-cae4022e"
"L1결정론","삼합","구성","묘목(卯)","a→b","","","중립","0.9","","","","","공리","","삼합 구성","S04 합충형파해","S03 지지·지장간","E-71834fac"
"L1결정론","삼합","구성","미토(未)","a→b","","","중립","0.9","","","","","공리","","삼합 구성","S04 합충형파해","S03 지지·지장간","E-bdf7d669"
"L1결정론","삼합","귀결","목(木)","a→b","","","중립","0.9","","","","","인과","","삼합 국(局) 오행","S04 합충형파해","S01 음양·오행","E-6d63c6ab"
"L1결정론","삼합","구성","인목(寅)","a→b","","","중립","0.9","","","","","공리","","삼합 구성","S04 합충형파해","S03 지지·지장간","E-924efeb2"
"L1결정론","삼합","구성","오화(午)","a→b","","","중립","0.9","","","","","공리","","삼합 구성","S04 합충형파해","S03 지지·지장간","E-119e0ec7"
"L1결정론","삼합","구성","술토(戌)","a→b","","","중립","0.9","","","","","공리","","삼합 구성","S04 합충형파해","S03 지지·지장간","E-9e106d08"
"L1결정론","삼합","귀결","화(火)","a→b","","","중립","0.9","","","","","인과","","삼합 국(局) 오행","S04 합충형파해","S01 음양·오행","E-99a4f298"
"L1결정론","삼합","구성","사화(巳)","a→b","","","중립","0.9","","","","","공리","","삼합 구성","S04 합충형파해","S03 지지·지장간","E-72f55cb9"
"L1결정론","삼합","구성","유금(酉)","a→b","","","중립","0.9","","","","","공리","","삼합 구성","S04 합충형파해","S03 지지·지장간","E-964036d0"
"L1결정론","삼합","구성","축토(丑)","a→b","","","중립","0.9","","","","","공리","","삼합 구성","S04 합충형파해","S03 지지·지장간","E-3a8b7a04"
"L1결정론","삼합","귀결","금(金)","a→b","","","중립","0.9","","","","","인과","","삼합 국(局) 오행","S04 합충형파해","S01 음양·오행","E-d312dcab"
"L1결정론","삼형","구성","인목(寅)","a→b","","","중립","0.9","","","","","공리","","삼형 구성","S04 합충형파해","S03 지지·지장간","E-3ab23818"
"L1결정론","삼형","구성","사화(巳)","a→b","","","중립","0.9","","","","","공리","","삼형 구성","S04 합충형파해","S03 지지·지장간","E-641c6015"
"L1결정론","삼형","구성","신금(申)","a→b","","","중립","0.9","","","","","공리","","삼형 구성","S04 합충형파해","S03 지지·지장간","E-74800c48"
"L1결정론","삼형","구성","축토(丑)","a→b","","","중립","0.9","","","","","공리","","삼형 구성","S04 합충형파해","S03 지지·지장간","E-bbb0cc91"
"L1결정론","삼형","구성","술토(戌)","a→b","","","중립","0.9","","","","","공리","","삼형 구성","S04 합충형파해","S03 지지·지장간","E-4f2349f7"
"L1결정론","삼형","구성","미토(未)","a→b","","","중립","0.9","","","","","공리","","삼형 구성","S04 합충형파해","S03 지지·지장간","E-6e8ea616"
"L1결정론","상관","발현","적성·재능","a→b","","","","0.9","","","","","인과","","십성 명칭이 가리키는 영역 — 상관 = 응용·표현 영역 · ⚠영역 지시일 뿐 길흉 아님","S05 십성·육친","S15 발현·결과","E-bb8e675a"
"L1결정론","상관견관","구성","상관","a→b","","","중립","0.9","","","","","공리","","상관견관 구성 십성","S05 십성·육친","S05 십성·육친","E-5a910869"
"L1결정론","상관견관","구성","정관","a→b","","","중립","0.9","","","","","공리","","상관견관 구성 십성","S05 십성·육친","S05 십성·육친","E-4fbc79a4"
"L1결정론","상극","구성","목(木)","a→b","","","중립","0.9","","","","","공리","","상극 개념 구성","S01 음양·오행","S01 음양·오행","E-ae0ab1a7"
"L1결정론","상극","구성","토(土)","a→b","","","중립","0.9","","","","","공리","","상극 개념 구성","S01 음양·오행","S01 음양·오행","E-acdaca53"
"L1결정론","상극","구성","수(水)","a→b","","","중립","0.9","","","","","공리","","상극 개념 구성","S01 음양·오행","S01 음양·오행","E-189f6624"
"L1결정론","상극","구성","화(火)","a→b","","","중립","0.9","","","","","공리","","상극 개념 구성","S01 음양·오행","S01 음양·오행","E-930f22bc"
"L1결정론","상극","구성","금(金)","a→b","","","중립","0.9","","","","","공리","","상극 개념 구성","S01 음양·오행","S01 음양·오행","E-1ddcd139"
"L1결정론","상극","적용","제살·합살","a→b","","","중립","0.9","","","","","인과","","극을 제(制)하거나 화(化)하는 것이 제화","S01 음양·오행","S05 십성·육친","E-597cb93b"
"L1결정론","상생","구성","목(木)","a→b","","","중립","0.9","","","","","공리","","상생 개념 구성","S01 음양·오행","S01 음양·오행","E-a8d1a3e0"
"L1결정론","상생","구성","화(火)","a→b","","","중립","0.9","","","","","공리","","상생 개념 구성","S01 음양·오행","S01 음양·오행","E-6c981b4a"
"L1결정론","상생","구성","토(土)","a→b","","","중립","0.9","","","","","공리","","상생 개념 구성","S01 음양·오행","S01 음양·오행","E-b8b3fb11"
"L1결정론","상생","구성","금(金)","a→b","","","중립","0.9","","","","","공리","","상생 개념 구성","S01 음양·오행","S01 음양·오행","E-2ac81779"
"L1결정론","상생","구성","수(水)","a→b","","","중립","0.9","","","","","공리","","상생 개념 구성","S01 음양·오행","S01 음양·오행","E-421f6575"
"L1결정론","설기","전제","상생","a→b","","","중립","0.9","","","","","목차","","설기 = 내가 생하는 쪽으로 기운이 빠지는 것","S01 음양·오행","S01 음양·오행","E-3399daae"
"L1결정론","세운(연운)","구성","월운","a→b","","","중립","0.9","","","","","공리","","연운 안에 월운","S10 대운·세운·운해석","S10 대운·세운·운해석","E-40d4c937"
"L1결정론","수(水)","발현","장부·증상","a→b","","","중립","0.9","","","","","인과","","오행 장부 배속(명리·한의 공통 정론)","S01 음양·오행","S15 발현·결과","E-a4873d0d"
"L1결정론","순행·역행","전제","연간","a→b","음양 · 자리","존재","중립","0.9","","","","","목차","","양남음녀 순행 / 음남양녀 역행","S10 대운·세운·운해석","S13 자리(궁위)·원국 구조","E-775e8bc7"
"L1결정론","술토(戌)","극","자수(子)","a→b","","","-","0.9","","","","","공리","","지지 극 — 토(土)극수(水) · 유정지극(用 양→음)","S03 지지·지장간","S03 지지·지장간","E-64f6da95"
"L1결정론","술토(戌)","비화","축토(丑)","무향","","","중립","0.9","","","","","공리","","지지 비화(같은 오행 토(土))","S03 지지·지장간","S03 지지·지장간","E-49b02137"
"L1결정론","술토(戌)","비화","진토(辰)","무향","","","중립","0.9","","","","","공리","","지지 비화(같은 오행 토(土))","S03 지지·지장간","S03 지지·지장간","E-2456a2c3"
"L1결정론","술토(戌)","비화","미토(未)","무향","","","중립","0.9","","","","","공리","","지지 비화(같은 오행 토(土))","S03 지지·지장간","S03 지지·지장간","E-510cc631"
"L1결정론","술토(戌)","생","신금(申)","a→b","","","+","0.9","","","","","공리","","지지 생 — 토(土)생금(金) · 무정지생(用 양→양)","S03 지지·지장간","S03 지지·지장간","E-978f7e69"
"L1결정론","술토(戌)","생","유금(酉)","a→b","","","+","0.9","","","","","공리","","지지 생 — 토(土)생금(金) · 유정지생(用 양→음)","S03 지지·지장간","S03 지지·지장간","E-1ff018ce"
"L1결정론","술토(戌)","극","해수(亥)","a→b","","","-","0.9","","","","","공리","","지지 극 — 토(土)극수(水) · 무정지극(用 양→양)","S03 지지·지장간","S03 지지·지장간","E-a8aa21b3"
"L1결정론","시주","육친","자녀","a→b","","","+","0.9","","","","","공리","","근묘화실","S13 자리(궁위)·원국 구조","S05 십성·육친","E-fae22fb4"
"L1결정론","식상 일반","극","편관(칠살)","a→b","","","-","0.9","","","","","공리","","제살·합살 내부 관계","S05 십성·육친","S05 십성·육친","E-bbc2bb47"
"L1결정론","식상 일반","육친","자녀","a→b","여명","","+","0.9","","","","","공리","","십성 육친 배속","S05 십성·육친","S05 십성·육친","E-59eb548b"
"L1결정론","식상 일반","발현","적성·재능","a→b","","","","0.9","","","","","인과","","십성 명칭이 가리키는 영역 — 식상(食傷) = 표현·재능 영역을 가리키는 이름 · ⚠영역 지시일 뿐 길흉 아님","S05 십성·육친","S15 발현·결과","E-2b5d5d46"
"L1결정론","식상생재","구성","식상 일반","a→b","","","중립","0.9","","","","","공리","","식상생재 구성 십성","S05 십성·육친","S05 십성·육친","E-fc61204d"
"L1결정론","식상생재","구성","재성 일반","a→b","","","중립","0.9","","","","","공리","","식상생재 구성 십성","S05 십성·육친","S05 십성·육친","E-948d72fa"
"L1결정론","식신","발현","적성·재능","a→b","","","","0.9","","","","","인과","","십성 명칭이 가리키는 영역 — 식신 = 전문성·표현 영역 · ⚠영역 지시일 뿐 길흉 아님","S05 십성·육친","S15 발현·결과","E-e0944c79"
"L1결정론","신강","전제","운의 유불리","a→b","","","중립","0.9","","","","","목차","","강약이 정해져야 어느 운이 이로운지 갈린다","S08 강약·격국·구조","S10 대운·세운·운해석","E-c1c520eb"
"L1결정론","신금(申)","생","자수(子)","a→b","","","+","0.9","","","","","공리","","지지 생 — 금(金)생수(水) · 유정지생(用 양→음)","S03 지지·지장간","S03 지지·지장간","E-347de3c7"
"L1결정론","신금(申)","극","인목(寅)","a→b","","","-","0.9","","","","","공리","","지지 극 — 금(金)극목(木) · 무정지극(用 양→양)","S03 지지·지장간","S03 지지·지장간","E-3e656ec2"
"L1결정론","신금(申)","극","묘목(卯)","a→b","","","-","0.9","","","","","공리","","지지 극 — 금(金)극목(木) · 유정지극(用 양→음)","S03 지지·지장간","S03 지지·지장간","E-12553f6d"
